maintenance_id,equipment_id,unit_id,maintenance_type,maintenance_date,completion_date,downtime_days,maintenance_cost,maintenance_status,failure_category
M-00805,E-01151,U-009,Inspection,2026-03-27,2026-03-31,16,15640.27,Completed,Power
M-00806,E-00229,U-023,Inspection,2026-03-11,2026-03-20,6,3943.69,Overdue,No Failure
M-00807,E-01057,U-004,Inspection,2025-01-07,2025-01-17,7,11436.14,In Progress,No Failure
M-00808,E-01280,U-035,Preventive,2025-08-26,2025-09-03,18,7889.1,Overdue,Software
M-00809,E-01116,U-006,Preventive,2026-07-27,2026-08-05,1,5334.89,Overdue,Mechanical
M-00810,E-01332,U-034,Inspection,2026-03-25,2026-03-29,18,3520.88,Completed,Power
M-00811,E-00913,U-011,Inspection,2025-03-04,2025-03-09,9,10194.37,In Progress,Mechanical
M-00812,E-00642,U-001,Preventive,2025-11-12,2025-11-20,16,22117.13,Completed,No Failure
M-00813,E-00658,U-032,Corrective,2025-08-27,2025-09-02,17,13210.22,Completed,Mechanical
M-00814,E-01131,U-026,Inspection,2025-04-14,2025-04-16,17,1172.12,Overdue,Power
M-00815,E-01157,U-051,Inspection,2025-08-26,2025-09-01,2,20246.32,Completed,Software
M-00816,E-00575,U-051,Corrective,2026-05-19,2026-05-29,18,19212.28,In Progress,Software
M-00817,E-00996,U-026,Preventive,2025-12-29,2026-01-06,3,24806.55,In Progress,Mechanical
M-00818,E-00206,U-051,Preventive,2025-11-25,2025-11-29,2,11433.08,Completed,Electrical
M-00819,E-00842,U-020,Inspection,2026-03-03,2026-03-11,2,16293.49,Overdue,Electrical
M-00820,E-00437,U-058,Preventive,2025-08-27,2025-08-29,3,18106.52,Overdue,No Failure
M-00821,E-00214,U-002,Corrective,2025-12-07,2025-12-19,8,1126.26,Completed,Electrical
M-00822,E-00421,U-037,Preventive,2025-04-27,2025-05-02,2,6143.96,In Progress,Software
M-00823,E-00159,U-059,Preventive,2026-04-23,2026-04-27,16,14519.79,Overdue,Power
M-00824,E-00057,U-016,Preventive,2026-03-01,2026-03-10,5,22038.42,Completed,Mechanical
M-00825,E-00760,U-013,Preventive,2026-06-14,2026-06-15,16,4025.07,Completed,Electrical
M-00826,E-00374,U-022,Corrective,2025-10-04,2025-10-16,10,3610.98,In Progress,Software
M-00827,E-00553,U-037,Preventive,2026-05-05,2026-05-08,12,22037.42,In Progress,No Failure
M-00828,E-01573,U-034,Corrective,2026-03-11,2026-03-14,1,8714.57,Completed,Electrical
M-00829,E-01653,U-025,Inspection,2026-03-28,2026-04-08,4,3669.95,In Progress,Power
M-00830,E-01532,U-057,Inspection,2025-02-05,2025-02-11,16,13943.96,Overdue,Software
M-00831,E-00047,U-013,Corrective,2025-08-28,2025-09-09,11,773.76,Overdue,No Failure
M-00832,E-01165,U-013,Inspection,2026-03-01,2026-03-13,9,7303.14,In Progress,Mechanical
M-00833,E-01442,U-052,Inspection,2026-04-03,2026-04-15,18,19604.88,Overdue,Electrical
M-00834,E-00540,U-035,Preventive,2025-10-29,2025-10-30,11,6877.35,Overdue,Mechanical
M-00835,E-00174,U-034,Inspection,2026-01-14,2026-01-25,11,10785.77,In Progress,No Failure
M-00836,E-01156,U-013,Preventive,2025-06-28,2025-06-30,13,16326.72,In Progress,Software
M-00837,E-01508,U-025,Preventive,2025-09-06,2025-09-07,3,5989.88,In Progress,No Failure
M-00838,E-00621,U-004,Corrective,2025-02-04,2025-02-16,18,1778.0,Overdue,Electrical
M-00839,E-00040,U-022,Preventive,2026-08-08,2026-08-13,9,23859.11,In Progress,Mechanical
M-00840,E-01064,U-044,Preventive,2025-09-21,2025-09-22,1,1484.91,In Progress,No Failure
M-00841,E-00047,U-013,Inspection,2025-10-27,2025-11-03,9,21306.74,In Progress,Software
M-00842,E-00947,U-017,Inspection,2026-01-30,2026-02-03,10,18429.02,Overdue,Electrical
M-00843,E-00719,U-049,Corrective,2025-06-24,2025-07-01,1,7410.32,Overdue,Software
M-00844,E-01240,U-033,Corrective,2025-05-26,2025-06-02,14,3796.51,In Progress,Electrical
M-00845,E-00124,U-001,Preventive,2025-03-27,2025-04-05,2,17568.67,Overdue,Mechanical
M-00846,E-01513,U-044,Preventive,2025-03-23,2025-04-01,4,4680.64,Completed,Electrical
M-00847,E-00723,U-056,Inspection,2025-07-01,2025-07-12,12,1967.02,Overdue,No Failure
M-00848,E-00754,U-002,Corrective,2026-08-03,2026-08-13,1,8052.75,Completed,Mechanical
M-00849,E-00045,U-006,Preventive,2026-03-26,2026-04-03,9,2243.33,In Progress,Mechanical
M-00850,E-00986,U-006,Inspection,2026-05-11,2026-05-22,13,22013.31,Completed,No Failure
M-00851,E-01415,U-040,Preventive,2025-08-23,2025-09-04,8,3480.17,In Progress,Electrical
M-00852,E-00967,U-041,Preventive,2025-03-01,2025-03-07,10,24103.52,Completed,Electrical
M-00853,E-01045,U-018,Corrective,2025-09-18,2025-09-23,13,15046.0,In Progress,Mechanical
M-00854,E-01559,U-023,Inspection,2026-06-02,2026-06-05,9,17238.0,Completed,Software
M-00855,E-00467,U-013,Inspection,2025-07-09,2025-07-11,3,21476.31,Completed,Electrical
M-00856,E-01296,U-056,Corrective,2025-05-11,2025-05-23,9,19301.88,Overdue,Software
M-00857,E-01674,U-021,Inspection,2025-06-10,2025-06-18,11,24488.76,Completed,Mechanical
M-00858,E-01709,U-017,Inspection,2025-11-03,2025-11-13,10,990.37,Completed,Software
M-00859,E-01353,U-045,Corrective,2025-11-13,2025-11-19,18,6749.18,In Progress,Power
M-00860,E-01630,U-014,Inspection,2025-06-08,2025-06-20,10,14228.57,Overdue,Electrical
M-00861,E-01148,U-005,Inspection,2025-01-19,2025-01-27,8,12221.25,Overdue,Electrical
M-00862,E-00857,U-037,Inspection,2025-09-18,2025-09-26,7,11592.73,Completed,Mechanical
M-00863,E-00509,U-020,Preventive,2025-10-08,2025-10-14,4,14291.12,Overdue,Electrical
M-00864,E-00252,U-047,Preventive,2026-03-10,2026-03-19,15,8011.98,In Progress,Electrical
M-00865,E-00886,U-017,Inspection,2026-03-12,2026-03-19,2,17455.77,Completed,Software
M-00866,E-00247,U-006,Corrective,2025-07-14,2025-07-17,13,21045.79,Completed,Mechanical
M-00867,E-01182,U-018,Preventive,2025-08-04,2025-08-12,14,21684.45,In Progress,No Failure
M-00868,E-01088,U-008,Corrective,2025-12-30,2026-01-07,11,14591.47,Completed,Mechanical
M-00869,E-01733,U-024,Inspection,2026-03-23,2026-03-27,14,12380.95,Overdue,Mechanical
M-00870,E-01753,U-046,Corrective,2025-10-12,2025-10-20,16,22959.2,Completed,Mechanical
M-00871,E-00070,U-011,Corrective,2025-12-30,2026-01-07,2,3801.85,In Progress,No Failure
M-00872,E-01428,U-054,Corrective,2025-03-29,2025-04-04,10,6773.16,In Progress,No Failure
M-00873,E-01311,U-013,Corrective,2026-07-06,2026-07-14,11,3738.54,In Progress,Power
M-00874,E-01005,U-059,Corrective,2025-09-22,2025-10-04,18,7092.63,In Progress,Mechanical
M-00875,E-01454,U-034,Corrective,2026-04-30,2026-05-11,14,5657.78,In Progress,Mechanical
M-00876,E-00377,U-050,Inspection,2025-01-04,2025-01-10,1,24992.33,In Progress,Power
M-00877,E-01599,U-001,Inspection,2025-01-11,2025-01-19,6,12025.31,Overdue,Electrical
M-00878,E-00268,U-006,Inspection,2026-06-25,2026-07-07,5,12132.67,Overdue,Mechanical
M-00879,E-01377,U-026,Inspection,2026-06-04,2026-06-12,2,23695.54,Overdue,Software
M-00880,E-00559,U-059,Inspection,2025-06-11,2025-06-22,14,20514.21,Completed,Power
M-00881,E-00840,U-031,Inspection,2026-03-10,2026-03-19,1,19805.0,Completed,Electrical
M-00882,E-00892,U-047,Corrective,2025-11-10,2025-11-19,6,16214.91,Overdue,Mechanical
M-00883,E-00403,U-023,Preventive,2026-01-05,2026-01-06,16,15277.35,In Progress,No Failure
M-00884,E-00886,U-017,Preventive,2025-12-30,2026-01-07,16,21831.41,In Progress,Software
M-00885,E-00525,U-005,Corrective,2025-05-23,2025-05-31,4,10791.84,In Progress,Software
M-00886,E-00133,U-041,Corrective,2025-04-25,2025-04-29,14,14757.58,Completed,Electrical
M-00887,E-01645,U-034,Corrective,2025-06-27,2025-07-07,6,8934.58,Completed,Electrical
M-00888,E-01242,U-033,Corrective,2025-03-17,2025-03-24,16,13488.98,In Progress,Software
M-00889,E-01044,U-051,Preventive,2025-05-26,2025-05-27,16,16912.32,Completed,Software
M-00890,E-00130,U-028,Preventive,2025-07-21,2025-08-02,10,20708.27,Overdue,No Failure
M-00891,E-00290,U-007,Corrective,2025-08-02,2025-08-07,8,4857.32,In Progress,Software
M-00892,E-01763,U-037,Corrective,2025-06-29,2025-07-09,10,2892.89,Completed,No Failure
M-00893,E-01427,U-039,Inspection,2026-01-24,2026-02-03,12,22736.85,Overdue,No Failure
M-00894,E-00242,U-017,Inspection,2025-06-28,2025-07-03,14,22577.24,Completed,Power
M-00895,E-00140,U-038,Inspection,2025-04-20,2025-04-23,18,11822.62,Overdue,No Failure
M-00896,E-00539,U-021,Corrective,2026-03-22,2026-04-01,12,2849.26,Completed,Power
M-00897,E-00057,U-016,Preventive,2025-07-13,2025-07-23,2,24823.08,Overdue,Electrical
M-00898,E-00886,U-017,Inspection,2026-03-20,2026-03-30,9,4277.48,Overdue,Mechanical
M-00899,E-01694,U-035,Inspection,2025-07-13,2025-07-24,7,18164.76,In Progress,Mechanical
M-00900,E-00326,U-053,Inspection,2026-06-27,2026-07-02,13,6437.24,Overdue,Electrical
M-00901,E-00495,U-056,Inspection,2025-11-10,2025-11-19,11,1815.91,Completed,No Failure
M-00902,E-01672,U-059,Corrective,2025-07-03,2025-07-11,5,17252.72,Completed,Electrical
M-00903,E-01179,U-001,Preventive,2025-07-29,2025-08-05,6,9264.87,In Progress,Mechanical
M-00904,E-00406,U-015,Corrective,2025-06-11,2025-06-19,5,7309.06,Overdue,Mechanical
M-00905,E-01384,U-009,Preventive,2026-06-08,2026-06-20,15,4017.78,Overdue,Electrical
M-00906,E-01562,U-036,Inspection,2026-05-15,2026-05-19,17,22052.33,Overdue,Software
M-00907,E-01705,U-060,Inspection,2025-10-02,2025-10-04,6,21448.24,In Progress,Electrical
M-00908,E-00340,U-003,Corrective,2026-06-03,2026-06-11,9,12697.65,Overdue,Electrical
M-00909,E-01263,U-053,Preventive,2025-03-27,2025-04-01,1,11356.28,Overdue,Power
M-00910,E-01223,U-032,Inspection,2026-01-22,2026-01-29,11,4974.71,Overdue,Mechanical
M-00911,E-00206,U-051,Corrective,2025-11-21,2025-11-25,3,16810.15,Completed,Power
M-00912,E-00038,U-043,Preventive,2025-10-20,2025-10-25,3,17756.95,Completed,Electrical
M-00913,E-01651,U-004,Inspection,2025-04-15,2025-04-17,5,15080.97,In Progress,Power
M-00914,E-01612,U-050,Corrective,2025-09-12,2025-09-13,6,10847.16,In Progress,Software
M-00915,E-00205,U-010,Inspection,2025-10-26,2025-11-02,8,20108.92,In Progress,No Failure
M-00916,E-00162,U-047,Corrective,2025-08-03,2025-08-07,3,16712.19,Completed,No Failure
M-00917,E-01474,U-015,Inspection,2025-11-28,2025-12-03,12,10193.84,Completed,No Failure
M-00918,E-01665,U-054,Corrective,2025-08-13,2025-08-14,2,18235.54,Overdue,No Failure
M-00919,E-01361,U-046,Corrective,2026-04-18,2026-04-28,7,2760.75,In Progress,Mechanical
M-00920,E-00850,U-050,Corrective,2025-01-29,2025-02-02,1,5029.69,Completed,Electrical
M-00921,E-00437,U-058,Preventive,2026-04-10,2026-04-14,16,20376.48,Overdue,No Failure
M-00922,E-00171,U-053,Preventive,2025-01-06,2025-01-17,10,14359.18,In Progress,Power
M-00923,E-00158,U-015,Inspection,2026-07-19,2026-07-22,6,23757.77,Overdue,Mechanical
M-00924,E-00032,U-045,Corrective,2025-01-01,2025-01-03,7,13343.35,In Progress,Mechanical
M-00925,E-01734,U-057,Corrective,2026-03-13,2026-03-14,6,22930.97,In Progress,No Failure
M-00926,E-00555,U-012,Corrective,2025-09-13,2025-09-22,2,20946.22,In Progress,No Failure
M-00927,E-00132,U-033,Inspection,2026-07-25,2026-07-26,2,23942.93,In Progress,No Failure
M-00928,E-00170,U-034,Inspection,2025-11-20,2025-11-24,3,17839.43,Overdue,Mechanical
M-00929,E-01252,U-058,Preventive,2026-02-21,2026-02-24,16,10452.75,Completed,Mechanical
M-00930,E-01632,U-016,Corrective,2026-05-22,2026-06-01,14,10719.91,In Progress,Mechanical
M-00931,E-01029,U-019,Corrective,2025-12-07,2025-12-10,11,12068.78,Completed,Mechanical
M-00932,E-00347,U-057,Corrective,2025-07-03,2025-07-10,9,19049.48,In Progress,Software
M-00933,E-01796,U-060,Inspection,2025-09-27,2025-10-09,17,10668.26,Completed,Electrical
M-00934,E-00692,U-057,Preventive,2025-09-22,2025-10-04,17,4404.32,In Progress,No Failure
M-00935,E-01625,U-030,Corrective,2025-04-29,2025-05-08,18,20769.76,Completed,Electrical
M-00936,E-00114,U-027,Inspection,2026-01-13,2026-01-14,3,14404.3,Overdue,Mechanical
M-00937,E-00726,U-032,Preventive,2026-05-17,2026-05-26,6,10336.59,Overdue,Software
M-00938,E-00782,U-051,Preventive,2025-11-30,2025-12-05,9,18485.99,Completed,Mechanical
M-00939,E-00572,U-042,Inspection,2025-05-21,2025-05-26,5,18843.64,In Progress,No Failure
M-00940,E-01086,U-055,Preventive,2026-07-06,2026-07-18,12,21277.2,Completed,Mechanical
M-00941,E-01678,U-046,Preventive,2025-05-07,2025-05-15,17,16619.19,Completed,Electrical
M-00942,E-01045,U-018,Inspection,2025-09-16,2025-09-24,2,7686.2,In Progress,No Failure
M-00943,E-00842,U-020,Inspection,2026-07-31,2026-08-09,4,7722.92,Completed,Electrical
M-00944,E-00783,U-042,Preventive,2026-07-06,2026-07-14,1,1580.24,Overdue,No Failure
M-00945,E-00543,U-023,Corrective,2025-08-14,2025-08-20,16,4276.96,Completed,Software
M-00946,E-01533,U-036,Corrective,2026-04-24,2026-05-01,4,17237.68,In Progress,Mechanical
M-00947,E-00249,U-048,Preventive,2026-04-16,2026-04-22,2,1217.75,In Progress,Electrical
M-00948,E-00029,U-052,Inspection,2025-03-24,2025-04-01,12,19065.44,Completed,Software
M-00949,E-00013,U-057,Corrective,2025-01-06,2025-01-14,18,6635.32,Overdue,Mechanical
M-00950,E-00754,U-002,Corrective,2026-01-07,2026-01-14,4,13472.12,In Progress,Electrical
M-00951,E-00988,U-050,Corrective,2025-02-16,2025-02-23,16,3715.06,Completed,Software
M-00952,E-01488,U-008,Preventive,2025-06-13,2025-06-22,8,7835.13,Completed,Mechanical
M-00953,E-00421,U-037,Inspection,2025-01-11,2025-01-21,5,3213.25,Completed,Electrical
M-00954,E-00362,U-036,Inspection,2026-01-08,2026-01-16,18,5940.18,In Progress,Electrical
M-00955,E-00575,U-051,Inspection,2025-02-25,2025-03-08,4,4679.16,Completed,Mechanical
M-00956,E-01215,U-009,Corrective,2025-10-02,2025-10-14,15,15887.23,In Progress,Software
M-00957,E-01505,U-020,Inspection,2026-07-01,2026-07-02,3,4820.97,Completed,Mechanical
M-00958,E-01547,U-053,Preventive,2026-02-19,2026-02-20,18,5796.37,Completed,No Failure
M-00959,E-01761,U-034,Inspection,2026-07-27,2026-07-28,5,9263.07,Overdue,No Failure
M-00960,E-01623,U-045,Corrective,2025-03-13,2025-03-24,6,18083.25,Overdue,Electrical
M-00961,E-01472,U-006,Corrective,2025-09-04,2025-09-05,8,22587.45,In Progress,Software
M-00962,E-00721,U-048,Corrective,2025-04-19,2025-04-21,13,11233.73,In Progress,No Failure
M-00963,E-00893,U-040,Preventive,2026-02-28,2026-03-10,13,21961.02,In Progress,Software
M-00964,E-01761,U-034,Inspection,2026-02-11,2026-02-15,13,21469.08,Completed,Power
M-00965,E-01599,U-001,Preventive,2026-01-04,2026-01-11,17,12460.33,Completed,No Failure
M-00966,E-01268,U-031,Preventive,2025-06-01,2025-06-07,9,9309.88,Overdue,No Failure
M-00967,E-00794,U-009,Preventive,2025-10-02,2025-10-12,15,14199.17,In Progress,Power
M-00968,E-01685,U-015,Corrective,2026-07-27,2026-07-29,18,22911.81,Overdue,Mechanical
M-00969,E-00241,U-029,Preventive,2025-02-27,2025-03-10,1,11206.93,In Progress,Software
M-00970,E-00600,U-012,Corrective,2026-06-12,2026-06-16,8,23889.06,Completed,Mechanical
M-00971,E-00882,U-006,Preventive,2025-03-05,2025-03-17,11,20995.27,Overdue,Electrical
M-00972,E-00003,U-017,Inspection,2026-07-01,2026-07-13,16,22245.81,In Progress,Mechanical
M-00973,E-01158,U-059,Corrective,2025-09-08,2025-09-14,1,7473.39,In Progress,Software
M-00974,E-00105,U-024,Inspection,2025-11-19,2025-11-28,8,1913.28,In Progress,No Failure
M-00975,E-00260,U-052,Inspection,2026-05-16,2026-05-25,1,4415.24,In Progress,Electrical
M-00976,E-00539,U-021,Preventive,2026-01-13,2026-01-17,1,17297.91,Completed,Mechanical
M-00977,E-01292,U-046,Preventive,2025-02-21,2025-03-03,18,23226.45,In Progress,Electrical
M-00978,E-00673,U-043,Corrective,2025-11-02,2025-11-06,18,12944.6,Completed,Software
M-00979,E-00580,U-015,Corrective,2025-07-04,2025-07-09,1,9878.82,Overdue,Power
M-00980,E-01027,U-022,Preventive,2025-11-30,2025-12-08,6,8939.62,Completed,Power
M-00981,E-00027,U-015,Inspection,2026-01-15,2026-01-18,18,9337.85,In Progress,Mechanical
M-00982,E-00115,U-013,Preventive,2025-04-30,2025-05-06,6,6695.85,Completed,No Failure
M-00983,E-01641,U-057,Inspection,2026-03-25,2026-04-03,16,16975.93,In Progress,No Failure
M-00984,E-01474,U-015,Preventive,2026-01-06,2026-01-10,4,21992.39,Overdue,Mechanical
M-00985,E-00180,U-009,Preventive,2026-06-10,2026-06-16,3,20632.1,Completed,Power
M-00986,E-00046,U-035,Corrective,2025-01-04,2025-01-09,2,24449.61,Overdue,Mechanical
M-00987,E-00139,U-059,Corrective,2025-12-06,2025-12-16,7,5798.6,Completed,Electrical
M-00988,E-00834,U-052,Corrective,2025-05-29,2025-06-07,9,11477.8,Overdue,Electrical
M-00989,E-01715,U-058,Preventive,2025-07-27,2025-08-06,5,17022.44,Completed,Power
M-00990,E-01235,U-038,Corrective,2025-02-19,2025-02-20,12,10613.01,In Progress,No Failure
M-00991,E-00899,U-044,Preventive,2025-03-24,2025-03-29,4,5487.85,Completed,Software
M-00992,E-01732,U-004,Inspection,2025-11-01,2025-11-03,5,16306.92,Overdue,No Failure
M-00993,E-01163,U-060,Corrective,2025-08-16,2025-08-23,10,21806.04,In Progress,Mechanical
M-00994,E-00426,U-003,Corrective,2026-03-14,2026-03-25,7,2558.93,In Progress,Mechanical
M-00995,E-01420,U-029,Corrective,2025-10-14,2025-10-21,18,19135.43,In Progress,No Failure
M-00996,E-01545,U-042,Inspection,2026-07-11,2026-07-17,4,22945.6,In Progress,Power
M-00997,E-01618,U-038,Inspection,2025-04-21,2025-04-29,18,14683.98,In Progress,Power
M-00998,E-00492,U-055,Preventive,2025-02-17,2025-02-21,1,7389.18,Completed,Power
M-00999,E-01665,U-054,Inspection,2025-08-16,2025-08-25,17,15968.2,Completed,No Failure
M-01000,E-01355,U-009,Corrective,2026-08-07,2026-08-08,5,8447.7,Overdue,Power
M-01001,E-01016,U-026,Corrective,2025-01-17,2025-01-18,1,19566.2,Completed,Software
M-01002,E-00892,U-047,Corrective,2026-01-24,2026-02-02,10,11948.9,In Progress,Power
M-01003,E-00797,U-041,Inspection,2025-02-13,2025-02-16,15,8204.71,Overdue,Software
M-01004,E-01242,U-033,Corrective,2026-03-05,2026-03-09,14,12834.91,In Progress,Power
M-01005,E-00995,U-055,Inspection,2025-07-18,2025-07-19,18,19478.42,Completed,Power
M-01006,E-00389,U-047,Inspection,2025-02-14,2025-02-22,1,2787.51,Overdue,Software
M-01007,E-00348,U-039,Corrective,2025-10-29,2025-11-06,2,15957.16,In Progress,Mechanical
M-01008,E-00204,U-046,Inspection,2026-06-21,2026-06-28,5,3055.66,Overdue,Software
M-01009,E-01353,U-045,Preventive,2026-02-28,2026-03-07,15,13421.34,Overdue,Power
M-01010,E-01036,U-037,Corrective,2025-03-11,2025-03-20,13,776.2,In Progress,Electrical
M-01011,E-01749,U-014,Inspection,2026-06-01,2026-06-10,3,21943.47,Completed,Electrical
M-01012,E-01205,U-008,Corrective,2025-02-18,2025-03-02,6,9552.39,Overdue,Mechanical
M-01013,E-00773,U-013,Inspection,2025-11-27,2025-11-28,14,13875.32,Completed,Electrical
M-01014,E-01223,U-032,Preventive,2025-05-18,2025-05-29,10,2971.14,Overdue,Software
M-01015,E-01611,U-032,Inspection,2026-04-13,2026-04-21,1,5815.12,Completed,Software
M-01016,E-00128,U-021,Preventive,2026-06-28,2026-07-03,18,18259.57,Overdue,Software
M-01017,E-01742,U-054,Inspection,2025-12-21,2025-12-26,9,22754.05,In Progress,Software
M-01018,E-01175,U-040,Corrective,2025-02-15,2025-02-24,8,5213.74,In Progress,Mechanical
M-01019,E-01105,U-029,Inspection,2026-01-22,2026-01-30,5,9978.8,Completed,No Failure
M-01020,E-00444,U-046,Inspection,2025-03-13,2025-03-22,1,10847.75,In Progress,Electrical
M-01021,E-00610,U-004,Corrective,2025-02-27,2025-03-10,16,16067.65,In Progress,Power
M-01022,E-01312,U-012,Inspection,2025-01-25,2025-02-02,18,711.05,Overdue,Power
M-01023,E-00912,U-002,Preventive,2026-06-21,2026-07-02,11,17797.95,Completed,Electrical
M-01024,E-00219,U-021,Corrective,2025-05-10,2025-05-22,17,13423.82,Completed,Mechanical
M-01025,E-00165,U-057,Corrective,2025-12-08,2025-12-16,18,23786.19,Completed,Power
M-01026,E-01294,U-022,Preventive,2026-03-27,2026-04-08,3,7450.78,Completed,No Failure
M-01027,E-01722,U-007,Inspection,2026-05-05,2026-05-11,13,24563.53,In Progress,Electrical
M-01028,E-01217,U-003,Inspection,2025-10-10,2025-10-15,8,5311.64,Completed,Electrical
M-01029,E-01116,U-006,Corrective,2025-06-12,2025-06-16,2,9120.49,Overdue,Electrical
M-01030,E-00837,U-057,Preventive,2026-03-22,2026-03-23,17,8068.24,Completed,Electrical
M-01031,E-01067,U-010,Inspection,2025-10-08,2025-10-15,9,22473.54,Completed,Mechanical
M-01032,E-00906,U-012,Corrective,2026-04-05,2026-04-12,13,3903.4,Overdue,Software
M-01033,E-01430,U-002,Inspection,2026-05-13,2026-05-24,11,21141.23,In Progress,Power
M-01034,E-00648,U-008,Inspection,2025-12-18,2025-12-23,5,6945.01,Overdue,Electrical
M-01035,E-00824,U-056,Preventive,2026-04-11,2026-04-21,6,14527.57,Completed,Electrical
M-01036,E-00332,U-012,Inspection,2025-05-19,2025-05-26,16,15589.35,Completed,Electrical
M-01037,E-01365,U-008,Preventive,2025-01-25,2025-01-31,9,3053.23,Overdue,Power
M-01038,E-00898,U-020,Inspection,2025-08-27,2025-09-03,18,13377.55,Completed,Software
M-01039,E-00277,U-051,Inspection,2025-07-27,2025-08-07,17,10061.79,Completed,Mechanical
