personnel_id,unit_id,rank,role,specialization,training_status,training_completion_percentage,deployment_status,joining_date
P-01137,U-013,Junior,Engineer,Systems,In Progress,60.0,Available,2023-05-25
P-01138,U-042,Senior,Medic,Maintenance,In Progress,61.5,Available,2021-05-17
P-01139,U-050,Officer,Medic,Systems,In Progress,75.9,Available,2019-11-12
P-01140,U-058,Officer,Medic,Planning,In Progress,61.9,Available,2023-01-16
P-01141,U-038,Lead,Logistics,Planning,In Progress,65.9,Available,2021-09-29
P-01142,U-001,Officer,Medic,Planning,In Progress,59.6,Training,2024-06-28
P-01143,U-039,Lead,Operator,Planning,In Progress,87.9,Deployed,2023-06-15
P-01144,U-033,Officer,Engineer,Systems,In Progress,81.6,Training,2018-03-19
P-01145,U-028,Junior,Analyst,Planning,In Progress,80.9,Deployed,2019-04-24
P-01146,U-032,Lead,Medic,Planning,In Progress,83.0,Available,2019-10-23
P-01147,U-019,Officer,Analyst,Planning,In Progress,87.7,Available,2023-09-11
P-01148,U-015,Lead,Logistics,Planning,In Progress,81.4,Available,2021-04-16
P-01149,U-047,Officer,Analyst,Planning,In Progress,87.0,Available,2024-12-22
P-01150,U-014,Junior,Medic,Maintenance,In Progress,67.7,Available,2020-03-28
P-01151,U-011,Junior,Medic,Planning,In Progress,82.3,Deployed,2020-08-19
P-01152,U-014,Junior,Analyst,Operations,In Progress,80.1,Deployed,2025-08-04
P-01153,U-011,Junior,Operator,Operations,In Progress,62.9,Deployed,2019-04-12
P-01154,U-040,Senior,Medic,Operations,In Progress,65.2,Deployed,2021-12-26
P-01155,U-050,Lead,Engineer,Systems,In Progress,57.1,Training,2018-07-26
P-01156,U-060,Officer,Operator,Systems,Complete,97.6,Training,2024-11-02
P-01157,U-051,Junior,Logistics,Systems,Complete,93.6,Training,2019-03-08
P-01158,U-011,Senior,Analyst,Maintenance,In Progress,83.3,Training,2021-04-11
P-01159,U-046,Officer,Operator,Maintenance,In Progress,74.9,Training,2022-01-29
P-01160,U-022,Junior,Engineer,Planning,Complete,91.9,Deployed,2018-01-27
P-01161,U-016,Officer,Analyst,Operations,Complete,92.6,Training,2019-12-03
P-01162,U-006,Officer,Analyst,Maintenance,In Progress,67.0,Available,2023-12-10
P-01163,U-027,Senior,Medic,Planning,Complete,90.4,Deployed,2023-02-23
P-01164,U-055,Lead,Operator,Planning,In Progress,78.2,Available,2018-02-10
P-01165,U-046,Junior,Operator,Operations,Complete,91.3,Deployed,2022-07-04
P-01166,U-050,Junior,Medic,Systems,In Progress,62.4,Training,2025-03-12
P-01167,U-010,Junior,Logistics,Operations,Complete,95.6,Deployed,2022-07-05
P-01168,U-057,Lead,Analyst,Operations,In Progress,85.6,Available,2021-02-19
P-01169,U-058,Senior,Medic,Planning,In Progress,78.8,Training,2020-04-20
P-01170,U-057,Officer,Analyst,Planning,In Progress,79.5,Available,2021-05-20
P-01171,U-006,Lead,Medic,Maintenance,In Progress,56.7,Training,2024-01-25
P-01172,U-019,Lead,Logistics,Operations,In Progress,64.6,Training,2019-10-18
P-01173,U-002,Lead,Engineer,Operations,In Progress,56.3,Training,2022-09-28
P-01174,U-033,Junior,Analyst,Operations,In Progress,60.0,Training,2023-09-10
P-01175,U-023,Junior,Medic,Operations,In Progress,60.6,Training,2018-01-22
P-01176,U-030,Senior,Logistics,Maintenance,In Progress,70.3,Deployed,2021-05-10
P-01177,U-019,Senior,Medic,Maintenance,In Progress,85.0,Available,2021-09-04
P-01178,U-034,Lead,Medic,Systems,In Progress,81.2,Available,2025-12-24
P-01179,U-028,Junior,Operator,Systems,Complete,92.3,Deployed,2019-06-17
P-01180,U-031,Junior,Analyst,Planning,In Progress,64.7,Training,2024-04-08
P-01181,U-034,Lead,Logistics,Planning,Complete,90.0,Training,2022-10-01
P-01182,U-029,Officer,Medic,Maintenance,In Progress,86.0,Available,2023-09-03
P-01183,U-009,Officer,Engineer,Systems,In Progress,76.8,Training,2020-05-20
P-01184,U-030,Senior,Logistics,Operations,In Progress,76.3,Available,2024-09-30
P-01185,U-055,Junior,Analyst,Operations,In Progress,73.4,Available,2023-11-12
P-01186,U-010,Lead,Analyst,Operations,In Progress,60.3,Deployed,2023-06-14
P-01187,U-002,Senior,Logistics,Planning,Complete,90.6,Available,2021-06-03
P-01188,U-057,Senior,Medic,Systems,In Progress,67.8,Available,2024-02-21
P-01189,U-023,Junior,Medic,Planning,In Progress,58.0,Training,2021-06-22
P-01190,U-037,Lead,Medic,Planning,In Progress,75.4,Training,2024-10-16
P-01191,U-009,Officer,Medic,Planning,In Progress,89.3,Available,2026-03-01
P-01192,U-021,Officer,Medic,Maintenance,In Progress,59.0,Deployed,2021-10-20
P-01193,U-035,Officer,Analyst,Systems,In Progress,57.1,Available,2025-12-06
P-01194,U-002,Lead,Logistics,Systems,In Progress,80.7,Training,2024-04-10
P-01195,U-006,Junior,Logistics,Maintenance,In Progress,63.7,Deployed,2023-08-21
P-01196,U-058,Senior,Operator,Operations,In Progress,55.8,Available,2020-10-01
P-01197,U-054,Officer,Operator,Operations,In Progress,86.8,Deployed,2024-08-09
P-01198,U-003,Junior,Analyst,Planning,In Progress,77.1,Available,2022-08-27
P-01199,U-002,Lead,Medic,Operations,Complete,93.7,Available,2019-04-15
P-01200,U-007,Lead,Engineer,Maintenance,In Progress,79.4,Deployed,2019-01-03
P-01201,U-010,Officer,Engineer,Systems,In Progress,68.8,Training,2021-08-25
P-01202,U-012,Junior,Analyst,Planning,In Progress,56.2,Available,2021-08-03
P-01203,U-010,Lead,Analyst,Planning,In Progress,73.6,Available,2018-08-01
P-01204,U-013,Senior,Medic,Planning,In Progress,65.8,Available,2021-01-08
P-01205,U-004,Officer,Operator,Planning,In Progress,69.3,Available,2022-07-28
P-01206,U-041,Junior,Analyst,Systems,In Progress,65.5,Available,2024-03-22
P-01207,U-042,Lead,Logistics,Planning,Complete,90.3,Deployed,2018-12-10
P-01208,U-055,Senior,Engineer,Operations,In Progress,83.6,Training,2019-11-20
P-01209,U-051,Officer,Logistics,Planning,In Progress,66.0,Available,2018-01-05
P-01210,U-053,Lead,Engineer,Systems,In Progress,75.9,Available,2023-05-30
P-01211,U-018,Officer,Analyst,Maintenance,In Progress,81.9,Training,2023-09-22
P-01212,U-019,Junior,Analyst,Systems,In Progress,57.0,Deployed,2025-10-31
P-01213,U-008,Lead,Medic,Maintenance,Complete,92.4,Training,2023-08-30
P-01214,U-052,Lead,Analyst,Planning,In Progress,69.3,Deployed,2020-10-04
P-01215,U-043,Lead,Engineer,Planning,Complete,99.2,Training,2021-09-07
P-01216,U-002,Senior,Operator,Planning,Complete,96.1,Available,2018-02-09
P-01217,U-044,Officer,Medic,Systems,In Progress,62.8,Training,2025-04-21
P-01218,U-005,Officer,Operator,Operations,In Progress,79.2,Deployed,2024-09-28
P-01219,U-023,Junior,Operator,Planning,In Progress,72.4,Deployed,2020-03-01
P-01220,U-029,Junior,Analyst,Operations,In Progress,55.4,Available,2019-01-04
P-01221,U-053,Lead,Engineer,Maintenance,In Progress,82.6,Deployed,2022-01-26
P-01222,U-003,Senior,Operator,Maintenance,In Progress,67.6,Training,2022-06-11
P-01223,U-008,Officer,Engineer,Maintenance,Complete,94.1,Training,2024-05-06
P-01224,U-044,Senior,Operator,Maintenance,In Progress,85.7,Training,2018-09-24
P-01225,U-009,Senior,Logistics,Operations,In Progress,66.7,Available,2025-08-09
P-01226,U-002,Lead,Logistics,Planning,Complete,99.6,Available,2022-10-16
P-01227,U-042,Junior,Analyst,Planning,In Progress,85.3,Deployed,2021-01-27
P-01228,U-008,Officer,Medic,Operations,In Progress,85.6,Training,2018-06-28
P-01229,U-057,Junior,Analyst,Planning,In Progress,87.5,Training,2023-01-13
P-01230,U-021,Senior,Analyst,Systems,In Progress,55.2,Training,2018-04-14
P-01231,U-048,Officer,Operator,Maintenance,In Progress,65.2,Available,2019-11-05
P-01232,U-022,Junior,Operator,Planning,In Progress,69.0,Deployed,2018-04-09
P-01233,U-038,Lead,Analyst,Maintenance,Complete,90.9,Available,2023-04-24
P-01234,U-016,Junior,Analyst,Maintenance,Complete,98.1,Available,2024-09-23
P-01235,U-040,Junior,Medic,Systems,In Progress,74.7,Available,2018-09-06
P-01236,U-059,Lead,Operator,Maintenance,In Progress,56.5,Available,2022-12-16
P-01237,U-004,Officer,Operator,Systems,In Progress,68.6,Training,2018-08-17
P-01238,U-036,Officer,Medic,Systems,In Progress,57.3,Training,2022-08-11
P-01239,U-015,Junior,Medic,Planning,Complete,93.9,Deployed,2022-10-20
P-01240,U-057,Junior,Analyst,Systems,In Progress,82.9,Deployed,2023-10-20
P-01241,U-022,Junior,Operator,Systems,In Progress,81.5,Training,2025-12-31
P-01242,U-005,Senior,Logistics,Maintenance,In Progress,81.7,Training,2023-09-16
P-01243,U-017,Officer,Logistics,Planning,In Progress,71.0,Available,2020-09-22
P-01244,U-009,Junior,Engineer,Operations,Complete,90.9,Training,2022-11-21
P-01245,U-033,Lead,Analyst,Maintenance,Complete,98.2,Available,2023-04-08
P-01246,U-020,Lead,Analyst,Systems,In Progress,82.1,Training,2024-07-30
P-01247,U-043,Junior,Engineer,Systems,In Progress,85.5,Deployed,2021-11-09
P-01248,U-013,Senior,Operator,Operations,Complete,98.9,Available,2025-06-28
P-01249,U-031,Officer,Logistics,Operations,In Progress,86.3,Training,2024-05-07
P-01250,U-022,Officer,Analyst,Maintenance,In Progress,82.7,Available,2023-02-04
P-01251,U-057,Junior,Medic,Maintenance,Complete,90.5,Available,2025-03-01
P-01252,U-015,Officer,Logistics,Maintenance,In Progress,86.2,Available,2023-05-24
P-01253,U-048,Lead,Medic,Maintenance,In Progress,89.6,Deployed,2020-01-25
P-01254,U-053,Lead,Operator,Systems,Complete,99.5,Deployed,2018-05-03
P-01255,U-036,Lead,Medic,Maintenance,In Progress,60.2,Training,2024-07-26
P-01256,U-059,Junior,Operator,Maintenance,In Progress,89.4,Available,2021-03-09
P-01257,U-012,Lead,Engineer,Operations,In Progress,64.9,Training,2020-10-04
P-01258,U-012,Senior,Analyst,Systems,In Progress,63.8,Available,2025-08-06
P-01259,U-009,Junior,Analyst,Maintenance,In Progress,72.1,Deployed,2023-02-12
P-01260,U-016,Lead,Engineer,Planning,In Progress,71.6,Training,2018-09-25
P-01261,U-008,Senior,Engineer,Maintenance,In Progress,61.5,Training,2022-03-30
P-01262,U-045,Officer,Engineer,Systems,In Progress,71.8,Training,2024-08-02
P-01263,U-013,Lead,Engineer,Operations,Complete,93.4,Available,2018-08-07
P-01264,U-041,Senior,Logistics,Planning,Complete,90.8,Available,2026-02-27
P-01265,U-006,Junior,Engineer,Planning,Complete,90.3,Training,2023-09-17
P-01266,U-024,Officer,Engineer,Operations,In Progress,77.4,Training,2022-03-12
P-01267,U-034,Officer,Medic,Operations,In Progress,86.3,Training,2022-07-01
P-01268,U-041,Junior,Engineer,Maintenance,Complete,96.5,Available,2023-01-26
P-01269,U-056,Senior,Analyst,Planning,In Progress,65.5,Deployed,2024-05-29
P-01270,U-011,Lead,Analyst,Systems,Complete,97.1,Available,2018-12-11
P-01271,U-019,Lead,Engineer,Systems,In Progress,75.0,Deployed,2023-09-30
P-01272,U-040,Officer,Medic,Planning,In Progress,70.1,Deployed,2022-02-14
P-01273,U-052,Lead,Medic,Systems,In Progress,77.4,Available,2022-12-15
P-01274,U-015,Junior,Analyst,Systems,In Progress,67.0,Deployed,2023-08-18
P-01275,U-033,Junior,Analyst,Maintenance,In Progress,79.6,Available,2019-05-01
P-01276,U-005,Senior,Analyst,Maintenance,In Progress,71.2,Training,2021-09-10
P-01277,U-017,Lead,Engineer,Maintenance,In Progress,68.6,Training,2024-02-03
P-01278,U-059,Lead,Analyst,Operations,In Progress,66.8,Deployed,2022-07-20
P-01279,U-053,Junior,Medic,Maintenance,In Progress,81.1,Deployed,2020-07-21
P-01280,U-015,Senior,Medic,Maintenance,In Progress,87.6,Training,2024-08-01
P-01281,U-051,Officer,Medic,Operations,In Progress,79.9,Available,2021-07-06
P-01282,U-055,Officer,Engineer,Planning,In Progress,63.5,Deployed,2024-04-06
P-01283,U-002,Senior,Analyst,Systems,In Progress,71.9,Deployed,2025-05-22
P-01284,U-054,Senior,Medic,Planning,In Progress,71.0,Training,2022-07-11
P-01285,U-049,Lead,Analyst,Systems,Complete,90.0,Training,2018-05-12
P-01286,U-060,Lead,Logistics,Planning,In Progress,61.3,Deployed,2020-04-16
P-01287,U-026,Officer,Engineer,Planning,In Progress,57.9,Available,2021-09-08
P-01288,U-037,Lead,Operator,Maintenance,Complete,98.3,Available,2025-07-27
P-01289,U-036,Officer,Operator,Maintenance,In Progress,63.0,Available,2018-10-12
P-01290,U-059,Lead,Engineer,Maintenance,Complete,98.3,Deployed,2025-05-25
P-01291,U-034,Junior,Analyst,Systems,In Progress,58.1,Available,2021-08-31
P-01292,U-056,Officer,Engineer,Systems,Complete,95.9,Available,2024-01-07
P-01293,U-027,Junior,Medic,Maintenance,In Progress,76.5,Available,2020-04-22
P-01294,U-020,Officer,Engineer,Operations,In Progress,74.4,Training,2020-04-11
P-01295,U-033,Officer,Analyst,Maintenance,In Progress,87.3,Available,2019-08-08
P-01296,U-029,Officer,Logistics,Maintenance,In Progress,57.9,Training,2021-09-09
P-01297,U-059,Officer,Medic,Planning,In Progress,80.6,Training,2018-06-10
P-01298,U-048,Officer,Analyst,Operations,In Progress,59.1,Deployed,2024-11-15
P-01299,U-053,Senior,Medic,Maintenance,Complete,91.4,Available,2024-12-05
P-01300,U-047,Officer,Engineer,Systems,In Progress,74.4,Deployed,2025-11-01
P-01301,U-003,Senior,Analyst,Operations,In Progress,65.8,Training,2018-10-01
P-01302,U-045,Senior,Medic,Planning,In Progress,87.7,Training,2019-05-12
P-01303,U-024,Junior,Logistics,Operations,In Progress,58.4,Deployed,2023-01-22
P-01304,U-011,Junior,Medic,Systems,In Progress,66.4,Available,2025-03-01
P-01305,U-045,Officer,Medic,Operations,In Progress,85.4,Training,2022-06-24
P-01306,U-055,Junior,Operator,Operations,In Progress,63.7,Available,2025-12-14
P-01307,U-059,Officer,Medic,Planning,In Progress,61.1,Available,2018-12-05
P-01308,U-036,Officer,Engineer,Planning,In Progress,84.6,Deployed,2019-10-23
P-01309,U-011,Junior,Engineer,Operations,Complete,92.7,Available,2023-12-30
P-01310,U-048,Junior,Operator,Operations,In Progress,72.6,Available,2022-12-10
P-01311,U-023,Junior,Logistics,Maintenance,In Progress,63.0,Deployed,2025-10-24
P-01312,U-004,Junior,Medic,Operations,Complete,92.6,Deployed,2018-08-03
P-01313,U-039,Officer,Engineer,Maintenance,In Progress,55.2,Deployed,2020-09-04
P-01314,U-013,Officer,Operator,Systems,In Progress,59.1,Deployed,2020-02-27
P-01315,U-044,Senior,Operator,Maintenance,In Progress,85.1,Training,2019-11-16
P-01316,U-003,Junior,Analyst,Operations,In Progress,73.7,Training,2025-01-11
P-01317,U-013,Officer,Medic,Systems,In Progress,83.1,Available,2020-05-25
P-01318,U-007,Senior,Operator,Planning,In Progress,71.0,Training,2021-07-19
P-01319,U-001,Officer,Engineer,Systems,In Progress,72.5,Training,2021-02-14
P-01320,U-042,Junior,Operator,Maintenance,In Progress,83.1,Deployed,2021-05-20
P-01321,U-050,Junior,Logistics,Maintenance,In Progress,81.9,Deployed,2019-01-24
P-01322,U-039,Officer,Engineer,Operations,In Progress,69.6,Available,2025-02-15
P-01323,U-049,Lead,Medic,Systems,Complete,94.8,Deployed,2018-03-14
P-01324,U-039,Officer,Medic,Maintenance,Complete,96.0,Training,2024-08-03
P-01325,U-046,Senior,Operator,Systems,Complete,99.5,Deployed,2020-08-26
P-01326,U-048,Senior,Logistics,Systems,In Progress,74.3,Available,2019-07-18
P-01327,U-024,Senior,Engineer,Planning,In Progress,77.4,Available,2025-03-14
P-01328,U-003,Officer,Analyst,Maintenance,In Progress,65.7,Deployed,2021-07-24
P-01329,U-042,Junior,Logistics,Planning,Complete,90.4,Training,2021-03-27
P-01330,U-049,Lead,Analyst,Maintenance,In Progress,56.1,Available,2024-01-19
P-01331,U-004,Senior,Engineer,Planning,Complete,95.8,Training,2021-08-10
P-01332,U-012,Junior,Operator,Planning,In Progress,74.9,Available,2020-02-28
P-01333,U-004,Senior,Engineer,Maintenance,In Progress,83.5,Available,2019-12-13
P-01334,U-038,Senior,Engineer,Systems,In Progress,79.7,Deployed,2026-02-17
P-01335,U-030,Senior,Engineer,Planning,In Progress,69.0,Available,2024-10-17
P-01336,U-016,Officer,Engineer,Operations,In Progress,68.6,Deployed,2018-11-24
P-01337,U-024,Senior,Medic,Planning,In Progress,72.9,Deployed,2023-09-01
P-01338,U-040,Senior,Medic,Systems,In Progress,88.1,Deployed,2022-10-17
P-01339,U-055,Lead,Logistics,Maintenance,In Progress,58.7,Training,2026-02-24
P-01340,U-012,Officer,Analyst,Planning,In Progress,66.6,Deployed,2022-03-17
P-01341,U-036,Junior,Analyst,Maintenance,In Progress,82.3,Training,2023-04-07
P-01342,U-013,Senior,Operator,Systems,In Progress,62.0,Training,2026-03-11
P-01343,U-047,Officer,Medic,Planning,In Progress,71.8,Training,2022-03-09
P-01344,U-025,Junior,Medic,Systems,In Progress,77.0,Available,2022-04-26
P-01345,U-060,Senior,Medic,Operations,In Progress,80.5,Training,2021-11-28
P-01346,U-033,Lead,Operator,Planning,In Progress,86.9,Deployed,2020-10-07
P-01347,U-016,Lead,Operator,Maintenance,In Progress,76.5,Deployed,2024-10-15
P-01348,U-030,Senior,Analyst,Maintenance,Complete,97.5,Training,2024-06-26
P-01349,U-043,Junior,Operator,Systems,Complete,92.9,Training,2025-12-24
P-01350,U-059,Junior,Logistics,Maintenance,In Progress,72.3,Deployed,2019-11-11
P-01351,U-054,Lead,Logistics,Planning,In Progress,74.2,Training,2021-06-15
P-01352,U-047,Junior,Operator,Operations,In Progress,73.5,Available,2021-01-06
P-01353,U-048,Officer,Analyst,Systems,In Progress,64.4,Available,2023-07-08
P-01354,U-001,Officer,Logistics,Planning,In Progress,59.4,Training,2021-03-27
P-01355,U-047,Senior,Analyst,Maintenance,In Progress,74.4,Training,2019-07-05
P-01356,U-013,Junior,Medic,Maintenance,In Progress,76.9,Available,2020-04-03
P-01357,U-004,Senior,Analyst,Planning,In Progress,88.7,Deployed,2025-01-11
P-01358,U-059,Senior,Operator,Operations,In Progress,83.1,Available,2022-03-28
P-01359,U-008,Lead,Operator,Maintenance,In Progress,67.5,Deployed,2023-06-11
P-01360,U-044,Junior,Operator,Operations,In Progress,89.2,Available,2025-06-18
P-01361,U-038,Junior,Operator,Maintenance,Complete,90.5,Training,2018-01-30
P-01362,U-025,Lead,Medic,Planning,In Progress,82.1,Deployed,2024-10-11
P-01363,U-028,Lead,Analyst,Maintenance,In Progress,70.1,Deployed,2025-06-17
P-01364,U-026,Junior,Analyst,Operations,In Progress,72.0,Available,2018-01-13
P-01365,U-030,Officer,Engineer,Systems,Complete,94.2,Training,2019-05-19
P-01366,U-056,Senior,Analyst,Planning,In Progress,78.9,Training,2025-09-11
P-01367,U-043,Officer,Engineer,Systems,Complete,94.1,Training,2021-08-12
P-01368,U-002,Junior,Analyst,Planning,In Progress,83.5,Available,2024-10-21
P-01369,U-032,Junior,Analyst,Planning,In Progress,73.0,Deployed,2025-05-20
P-01370,U-055,Junior,Medic,Operations,In Progress,86.5,Training,2020-03-10
P-01371,U-046,Junior,Engineer,Planning,In Progress,61.4,Available,2021-05-19
P-01372,U-054,Officer,Engineer,Planning,In Progress,85.3,Available,2023-05-29
P-01373,U-043,Senior,Engineer,Maintenance,In Progress,79.3,Training,2025-11-06
P-01374,U-006,Junior,Engineer,Operations,In Progress,59.7,Deployed,2021-02-22
P-01375,U-015,Officer,Operator,Maintenance,In Progress,87.4,Training,2025-02-08
P-01376,U-047,Lead,Engineer,Systems,In Progress,77.1,Training,2021-11-06
P-01377,U-025,Officer,Logistics,Planning,Complete,96.0,Available,2020-07-04
P-01378,U-017,Junior,Operator,Systems,In Progress,60.2,Deployed,2024-08-22
P-01379,U-060,Junior,Logistics,Operations,In Progress,63.5,Available,2021-07-07
P-01380,U-025,Junior,Analyst,Systems,In Progress,81.0,Training,2024-01-03
P-01381,U-013,Officer,Analyst,Operations,Complete,93.1,Training,2019-06-02
P-01382,U-034,Senior,Operator,Planning,In Progress,84.9,Available,2024-01-14
P-01383,U-055,Senior,Analyst,Maintenance,In Progress,75.7,Deployed,2025-08-17
P-01384,U-030,Lead,Engineer,Systems,In Progress,61.6,Training,2021-08-04
P-01385,U-020,Junior,Analyst,Planning,In Progress,77.6,Training,2020-06-02
P-01386,U-032,Officer,Operator,Operations,In Progress,68.1,Available,2026-01-14
P-01387,U-014,Senior,Operator,Maintenance,Complete,93.2,Deployed,2026-02-27
P-01388,U-026,Senior,Operator,Planning,In Progress,68.5,Deployed,2022-09-27
